16,L3,171.4,0.2457,0.001412,-0.3472,0.4887,-0.8654,0.5487,3.759e-06,-0.7942,-0.5025,-2.77,0.9592,0.411,1.135e-05,0.01145,8.33,-0.0437,0.03506
16,L1,226.0,0.112,0.0003966,-0.1437,0.1012,-0.03771,0.331,0.0006434,-0.08995,-1.937,-0.2244,1.169,0.5278,1.975e-06,0.02108,10.03,-0.09275,0.05564
17,K,2805.0,0.01001,8.116e-05,-0.01253,0.01203,-0.01227,0.1035,0.0002883,-0.06022,-0.3935,-0.9529,1.093,0.1819,2.327e-07,0.08711,6.899,-0.2977,0.1188
17,L2,209.5,0.1436,0.0008535,-0.1963,0.2619,-0.3148,0.4194,2.358e-05,-0.5907,-0.4626,-1.664,0.9441,0.3767,4.751e-06,0.01273,8.155,-0.05383,0.03751
17,L3,207.7,0.2051,0.001219,-0.2804,0.3743,-0.445,0.5013,2.77e-05,-0.7055,-0.5519,-2.0,0.9431,0.3742,9.611e-06,0.01247,8.155,-0.0447,0.03649
17,L1,268.0,0.09516,0.0003579,-0.118,0.05834,0.1318,0.3048,0.0006322,-0.07331,-1.804,-0.1021,1.136,0.5264,1.705e-06,0.02306,9.864,-0.09774,0.05833
18,K,3178.0,0.008804,7.581e-05,-0.01093,0.01042,-0.01053,0.09698,0.0002924,-0.05549,-0.3737,-0.9135,1.075,0.2039,2.028e-07,0.103,6.828,-0.3568,0.1494
18,L2,249.4,0.1216,0.0007483,-0.1612,0.1981,-0.0991,0.3863,3.277e-05,-0.5335,-0.4654,-1.333,0.9295,0.3464,4.072e-06,0.01387,7.996,-0.05747,0.03942
18,L3,247.1,0.1738,0.00107,-0.2302,0.2797,-0.1212,0.4618,4.285e-05,-0.6371,-0.5517,-1.726,0.9277,0.3431,8.248e-06,0.01357,7.996,-0.04683,0.03816
18,L1,313.5,0.0819,0.0003245,-0.09867,0.03341,0.2096,0.2822,0.0006319,-0.05846,-1.699,0.05762,1.109,0.5251,1.485e-06,0.02513,9.712,-0.1043,0.06119
19,K,3583.0,0.00778,7.102e-05,-0.009583,0.009228,-0.00927,0.09113,0.0002956,-0.05168,-0.3519,-0.9138,1.053,0.2197,1.773e-07,0.1086,6.764,-0.3707,0.143
19,L2,301.7,0.1007,0.0006212,-0.1279,0.1571,-0.03141,0.3512,3.479e-05,-0.4648,-0.5567,-0.9418,0.9401,0.3091,3.294e-06,0.01586,7.926,-0.0634,0.04308
19,L3,298.6,0.1441,0.0008919,-0.1825,0.2187,-0.01568,0.4201,4.297e-05,-0.5549,-0.6694,-1.111,0.938,0.3058,6.68e-06,0.01543,7.924,-0.04925,0.04132
19,L1,371.2,0.06928,0.0002937,-0.07987,0.01612,0.2334,0.2583,0.0006615,-0.03752,-1.633,-0.07369,1.093,0.5219,1.268e-06,0.02762,9.561,-0.1111,0.06467
20,M1,53.17,0.355,0.001486,-0.3505,-0.05167,0.4602,0.6019,0.001008,-0.1363,-5.286,14.05,1.84,0.9102,3.696e-06,0.01669,13.92,-0.1004,0.06193
20,K,4015.0,0.006915,6.725e-05,-0.008446,0.008198,-0.008636,0.0858,0.000304,-0.04746,-0.3368,-0.8961,1.032,0.242,1.56e-07,0.129,6.713,-0.4398,0.1824
20,L2,359.1,0.08339,0.0004792,-0.106,0.1625,-0.246,0.3181,2.454e-05,-0.407,-0.6728,-0.5127,0.9899,0.3061,2.525e-06,0.01954,7.97,-0.07924,0.05084
20,L3,355.2,0.1194,0.0006855,-0.1516,0.2313,-0.3458,0.3807,2.59e-05,-0.4869,-0.8022,-0.6404,0.9881,0.3039,5.118e-06,0.01901,7.97,-0.06268,0.04876
20,L1,434.1,0.05914,0.0002463,-0.06937,0.03727,0.05399,0.2372,0.0006649,-0.02695,-1.587,-0.257,1.115,0.5279,1.09e-06,0.02953,9.325,-0.1167,0.06593
21,M1,60.91,0.309,0.001396,-0.3118,-0.1661,0.7936,0.5639,0.0009572,-0.1588,-4.918,13.15,1.82,0.9314,3.438e-06,0.01706,13.28,-0.09937,0.06144
21,K,4466.0,0.006202,6.357e-05,-0.007563,0.007686,-0.009045,0.08116,0.0003093,-0.0444,-0.3211,-0.8638,1.012,0.2615,1.387e-07,0.1461,6.656,-0.5033,0.2114
21,L2,413.7,0.07234,0.0004162,-0.09103,0.1428,-0.2222,0.2961,2.823e-05,-0.3726,-0.6759,-0.2214,0.9927,0.3019,2.161e-06,0.02172,7.884,-0.08635,0.05473
21,L3,408.8,0.1037,0.0005966,-0.1302,0.2029,-0.3112,0.3544,3.298e-05,-0.4456,-0.8088,-0.284,0.9909,0.2978,4.385e-06,0.02108,7.884,-0.06784,0.05226
21,L1,494.3,0.05206,0.0002215,-0.0608,0.03448,0.03768,0.222,0.0006541,-0.02082,-1.518,-0.1104,1.106,0.5313,9.665e-07,0.03157,9.17,-0.1219,0.06769
22,M1,68.61,0.2746,0.001274,-0.2857,-0.2077,0.9468,0.5334,0.0008888,-0.1808,-4.551,12.09,1.804,0.943,3.202e-06,0.01658,12.81,-0.07459,0.05549
22,K,4941.0,0.005575,6.139e-05,-0.006715,0.006474,-0.006794,0.07692,0.0003181,-0.04115,-0.3097,-0.8168,0.979,0.2768,1.241e-07,0.1467,6.594,-0.5069,0.1897
22,L2,471.2,0.06344,0.0003687,-0.07903,0.1245,-0.1939,0.2771,3.347e-05,-0.3443,-0.6685,0.003125,0.9909,0.2987,1.877e-06,0.02357,7.799,-0.09174,0.05672
22,L3,465.2,0.09106,0.0005273,-0.1134,0.1791,-0.279,0.3319,4.124e-05,-0.4112,-0.8078,0.04944,0.9901,0.2942,3.812e-06,0.02295,7.798,-0.07155,0.05467
22,L1,557.4,0.04625,0.0002017,-0.05378,0.03087,0.02999,0.2086,0.0006501,-0.0146,-1.464,0.09007,1.096,0.5384,8.649e-07,0.03357,9.025,-0.1269,0.06919
23,K,5440.0,0.005045,5.907e-05,-0.00604,0.005807,-0.006108,0.0731,0.000326,-0.03849,-0.2975,-0.7868,0.9527,0.2985,1.117e-07,0.1653,6.54,-0.5728,0.2216
23,L1,623.8,0.0414,0.0001851,-0.04796,0.02764,0.02468,0.197,0.0006365,-0.01141,-1.403,0.2038,1.085,0.5431,7.793e-07,0.03594,8.89,-0.1343,0.07211
23,M1,76.41,0.249,0.001089,-0.2778,-0.1188,0.722,0.5069,0.0008346,-0.1933,-4.273,11.63,1.788,0.9659,2.986e-06,0.01807,12.45,-0.09887,0.06182
23,L3,524.5,0.08068,0.0004727,-0.09964,0.1577,-0.2467,0.3123,4.78e-05,-0.3828,-0.7944,0.256,0.9886,0.2923,3.352e-06,0.02478,7.713,-0.07559,0.05674
23,M2,50.64,0.4025,0.001606,-0.5231,0.3208,0.2509,0.7175,-0.001397,-1.013,-1.83,6.724,1.382,0.8697,4.215e-06,0.01968,14.15,-0.1164,0.07247
23,L2,531.9,0.05614,0.0003305,-0.06938,0.1102,-0.174,0.2605,4.328e-05,-0.3194,-0.6644,0.2267,0.9877,0.2978,1.648e-06,0.02588,7.714,-0.1007,0.06095
24,K,5963.0,0.004585,5.707e-05,-0.005456,0.005227,-0.005496,0.06962,0.0003343,-0.03619,-0.2852,-0.7657,0.9238,0.3174,1.01e-07,0.1822,6.487,-0.6295,0.2461
24,L1,693.4,0.0373,0.0001703,-0.04313,0.02502,0.02062,0.1869,0.0006168,-0.01018,-1.339,0.2485,1.076,0.5494,7.061e-07,0.03808,8.764,-0.1403,0.07385
24,M1,84.38,0.2244,0.001066,-0.2481,-0.2062,1.001,0.4835,0.0007879,-0.2032,-4.011,10.97,1.753,0.9867,2.789e-06,0.01866,12.15,-0.09934,0.06237
24,L3,586.7,0.07209,0.0004261,-0.08861,0.1419,-0.2252,0.2952,4.778e-05,-0.3599,-0.767,0.3425,0.9846,0.2935,2.973e-06,0.02676,7.629,-0.07894,0.05922
24,M3,55.18,0.5217,0.002123,-0.7127,0.5479,0.03916,0.8153,-0.001524,-1.181,-1.91,7.385,1.351,0.9359,8.054e-06,0.0198,13.66,-0.1123,0.07138
24,M2,56.28,0.3606,0.001474,-0.4864,0.3576,0.07667,0.6785,-0.001281,-0.9787,-1.64,6.426,1.36,0.9225,3.868e-06,0.02049,13.78,-0.1181,0.07376
24,L2,595.7,0.0501,0.0002969,-0.06163,0.09897,-0.1581,0.2459,4.741e-05,-0.2993,-0.6455,0.3218,0.987,0.2994,1.46e-06,0.02815,7.631,-0.1072,0.06449
25,K,6511.0,0.004184,5.532e-05,-0.004949,0.004714,-0.004926,0.06647,0.0003416,-0.03419,-0.2739,-0.7422,0.8942,0.3407,9.177e-08,0.2028,6.437,-0.6982,0.2804
25,L1,766.4,0.03378,0.0001582,-0.03899,0.02277,0.01665,0.1777,0.0006026,-0.008266,-1.286,0.3355,1.065,0.555,6.43e-07,0.0399,8.644,-0.1441,0.0741
25,M1,92.57,0.2048,0.0009822,-0.2313,-0.2135,1.056,0.4625,0.0007515,-0.2095,-3.785,10.45,1.735,1.001,2.607e-06,0.01892,11.88,-0.0919,0.06094
25,L3,652.1,0.0648,0.000388,-0.07918,0.127,-0.2025,0.2799,5.093e-05,-0.3394,-0.7433,0.4399,0.9812,0.2934,2.658e-06,0.02772,7.548,-0.07674,0.05707
25,M3,60.73,0.4731,0.001908,-0.6667,0.5655,-0.08708,0.7757,-0.00142,-1.15,-1.687,7.01,1.343,0.9829,7.463e-06,0.0205,13.33,-0.1114,0.07226
25,M2,62.08,0.3262,0.001319,-0.4538,0.3695,-0.01124,0.6454,-0.001227,-0.9561,-1.431,5.992,1.355,0.9756,3.568e-06,0.02111,13.46,-0.1148,0.07385
25,L2,662.9,0.04497,0.0002705,-0.055,0.08849,-0.142,0.2331,4.764e-05,-0.2826,-0.6215,0.3793,0.9809,0.3011,1.303e-06,0.03003,7.55,-0.112,0.06616
26,K,7083.0,0.003832,5.376e-05,-0.004509,0.004293,-0.004511,0.0636,0.0003479,-0.03261,-0.2622,-0.7233,0.8633,0.3626,8.371e-08,0.2246,6.389,-0.7702,0.3165
26,L1,842.9,0.03074,0.0001475,-0.03543,0.02089,0.01319,0.1692,0.0005952,-0.006099,-1.239,0.4051,1.055,0.5548,5.88e-07,0.03863,8.526,-0.1254,0.06123
26,M1,101.0,0.1882,0.0008949,-0.2178,-0.2033,1.049,0.4438,0.0007077,-0.2156,-3.577,10.01,1.722,1.015,2.441e-06,0.01949,11.66,-0.09168,0.06128
26,L3,720.6,0.05861,0.000355,-0.07136,0.1154,-0.1866,0.266,5.893e-05,-0.3203,-0.7268,0.5596,0.976,0.297,2.391e-06,0.0303,7.471,-0.08532,0.06189
26,M3,66.41,0.432,0.001723,-0.6259,0.5786,-0.1868,0.7402,-0.001319,-1.118,-1.503,6.67,1.337,1.027,6.941e-06,0.02121,13.05,-0.1128,0.07327
26,M2,68.04,0.297,0.001187,-0.4245,0.3761,-0.07507,0.6148,-0.001127,-0.9258,-1.294,5.788,1.35,1.016,3.303e-06,0.02193,13.19,-0.1167,0.07517
26,L2,733.5,0.04061,0.0002476,-0.04946,0.0802,-0.1308,0.2214,5.226e-05,-0.267,-0.6033,0.4496,0.9755,0.3055,1.17e-06,0.03286,7.476,-0.1266,0.07173
27,K,7681.0,0.003521,5.237e-05,-0.004122,0.003919,-0.004127,0.06091,0.0003568,-0.03082,-0.2531,-0.6985,0.8318,0.3811,7.665e-08,0.2483,6.345,-0.8498,0.3575
27,L1,923.0,0.02811,0.0001378,-0.03237,0.01932,0.0102,0.1617,0.0005808,-0.005284,-1.191,0.4512,1.045,0.5653,5.398e-07,0.04425,8.426,-0.1558,0.07697
27,M1,109.7,0.1735,0.0008255,-0.2038,-0.2103,1.099,0.4266,0.0006687,-0.219,-3.402,9.765,1.712,1.033,2.288e-06,0.02048,11.46,-0.1001,0.06405
27,L3,792.2,0.05327,0.0003274,-0.06455,0.1045,-0.1701,0.2535,6.705e-05,-0.3035,-0.7065,0.633,0.9713,0.2993,2.164e-06,0.03131,7.393,-0.08315,0.05983
27,M3,72.22,0.3968,0.001558,-0.5899,0.5953,-0.2997,0.7087,-0.001242,-1.09,-1.328,6.287,1.333,1.069,6.474e-06,0.02193,12.8,-0.1138,0.07429
27,M2,74.17,0.272,0.001073,-0.3985,0.3856,-0.1499,0.588,-0.001069,-0.9023,-1.149,5.49,1.346,1.06,3.067e-06,0.02284,12.95,-0.1211,0.07694
27,L2,807.5,0.03685,0.0002278,-0.04471,0.07271,-0.1194,0.2109,5.716e-05,-0.2532,-0.5843,0.5013,0.9711,0.3092,1.057e-06,0.03484,7.4,-0.1322,0.07336
28,K,8303.0,0.003245,5.114e-05,-0.003783,0.003634,-0.003993,0.05844,0.0003646,-0.02931,-0.2441,-0.6741,0.7986,0.402,7.042e-08,0.2733,6.302,-0.9306,0.4007
28,L1,1007.0,0.02578,0.0001299,-0.02964,0.0175,0.009038,0.1547,0.0005733,-0.003537,-1.152,0.5177,1.034,0.5718,4.972e-07,0.04699,8.326,-0.1654,0.08039
28,M1,118.7,0.1606,0.0007635,-0.1918,-0.205,1.097,0.411,0.0006259,-0.223,-3.23,9.411,1.7,1.044,2.147e-06,0.02051,11.27,-0.08739,0.06104
28,L3,867.0,0.04864,0.0003035,-0.05872,0.09527,-0.1562,0.2423,6.786e-05,-0.2899,-0.6782,0.6388,0.965,0.3055,1.968e-06,0.03438,7.32,-0.09346,0.06618
28,M3,78.19,0.3662,0.00142,-0.5569,0.6081,-0.4023,0.6799,-0.001164,-1.062,-1.181,5.975,1.328,1.107,6.054e-06,0.02268,12.58,-0.1155,0.07542
28,M2,80.5,0.2502,0.0009768,-0.3742,0.3862,-0.1944,0.5636,-0.001011,-0.8797,-1.019,5.174,1.343,1.097,2.854e-06,0.02388,12.73,-0.1281,0.07945
28,L2,885.0,0.0336,0.0002107,-0.04064,0.06633,-0.1097,0.2014,5.893e-05,-0.2413,-0.5639,0.5305,0.9657,0.309,9.602e-07,0.03347,7.319,-0.112,0.06103
29,K,8950.0,0.003,5.003e-05,-0.00348,0.003339,-0.003683,0.05616,0.0003718,-0.02807,-0.2347,-0.6583,0.765,0.4262,6.49e-08,0.3024,6.261,-1.024,0.4543
29,L1,1094.0,0.02374,0.0001226,-0.02727,0.01625,0.006884,0.1483,0.0005608,-0.00304,-1.11,0.5533,1.023,0.5778,4.594e-07,0.04938,8.231,-0.1726,0.08225
29,M1,127.9,0.1492,0.0007057,-0.181,-0.1965,1.08,0.396,0.0006081,-0.2221,-3.092,9.182,1.689,1.06,2.018e-06,0.02185,11.12,-0.1023,0.06569
29,L3,944.9,0.04459,0.0002827,-0.05365,0.08719,-0.144,0.2319,7.701e-05,-0.2757,-0.6634,0.7232,0.9586,0.3096,1.799e-06,0.03611,7.248,-0.09564,0.0668
29,M3,84.31,0.3392,0.001302,-0.526,0.609,-0.4641,0.6539,-0.001106,-1.038,-1.037,5.601,1.325,1.144,5.674e-06,0.02352,12.38,-0.1189,0.07706
29,M2,87.04,0.2311,0.0008922,-0.3522,0.3872,-0.2402,0.5412,-0.000958,-0.8574,-0.9077,4.901,1.341,1.133,2.661e-06,0.02451,12.54,-0.1238,0.0793
29,L2,966.0,0.03074,0.0001965,-0.03699,0.05997,-0.09878,0.1926,6.761e-05,-0.2292,-0.5521,0.6085,0.9586,0.3209,8.758e-07,0.04007,7.257,-0.1513,0.08131
30,K,9623.0,0.002779,4.908e-05,-0.003203,0.003002,-0.003112,0.05405,0.0003797,-0.02694,-0.2257,-0.6468,0.7299,0.4423,5.999e-08,0.3351,6.223,-1.128,0.5167
30,L1,1185.0,0.02193,0.000116,-0.02518,0.01521,0.00488,0.1426,0.0005458,-0.003333,-1.067,0.5479,1.013,0.5855,4.257e-07,0.05131,8.14,-0.1772,0.08219
30,M1,137.5,0.139,0.0006562,-0.1709,-0.1894,1.063,0.3826,0.000574,-0.2232,-2.956,8.948,1.678,1.074,1.898e-06,0.02283,10.98,-0.1088,0.06806
30,L3,1026.0,0.04104,0.0002644,-0.04921,0.07991,-0.1323,0.2224,8.272e-05,-0.2638,-0.6423,0.7365,0.9518,0.3148,1.651e-06,0.03778,7.181,-0.1008,0.0672
30,M3,90.59,0.3154,0.001191,-0.4988,0.6172,-0.5491,0.6293,-0.001014,-1.011,-0.9306,5.361,1.323,1.166,5.327e-06,0.02437,12.2,-0.1224,0.07872
30,M2,93.79,0.2145,0.0007988,-0.3347,0.409,-0.3553,0.5199,-0.0008741,-0.8322,-0.8272,4.739,1.344,1.148,2.486e-06,0.02566,12.37,-0.1322,0.08225
30,L2,1051.0,0.02825,0.0001832,-0.03394,0.05545,-0.09247,0.1846,7.005e-05,-0.2196,-0.5304,0.5951,0.9516,0.3273,8.021e-07,0.0425,7.189,-0.1594,0.08424
31,K,10330.0,0.002576,4.821e-05,-0.00294,0.00261,-0.002254,0.05204,0.0003871,-0.02583,-0.2175,-0.6361,0.6932,0.4638,5.543e-08,0.3576,6.192,-1.207,0.5513
31,L1,1291.0,0.0201,0.0001092,-0.02297,0.0148,-0.000809,0.1361,0.000546,-0.0004129,-1.037,0.5019,1.009,0.5874,3.894e-07,0.05369,8.063,-0.183,0.08253
31,M1,157.7,0.1233,0.000591,-0.1489,-0.1657,0.7536,0.3581,0.000627,-0.1833,-2.827,6.691,1.666,1.016,1.72e-06,0.02391,10.82,-0.1088,0.0685
31,L3,1122.0,0.03742,0.0002422,-0.04449,0.07342,-0.1256,0.2121,9.163e-05,-0.2471,-0.6477,0.7763,0.9591,0.3188,1.478e-06,0.04155,7.156,-0.1103,0.07318
31,M3,107.2,0.2751,0.0009442,-0.4423,0.5478,-0.6108,0.5799,-0.0008458,-0.8618,-1.42,6.292,1.286,1.124,4.885e-06,0.02459,11.74,-0.1182,0.07635
31,M2,111.0,0.1864,0.0006486,-0.2941,0.345,-0.3456,0.4787,-0.0007341,-0.7083,-1.229,5.485,1.305,1.111,2.267e-06,0.02606,11.93,-0.1307,0.08035
31,L2,1150.0,0.02571,0.0001683,-0.03061,0.05061,-0.08654,0.1759,7.665e-05,-0.2059,-0.5323,0.6141,0.9553,0.3321,7.178e-07,0.04678,7.164,-0.1749,0.09184
32,K,11070.0,0.002395,4.735e-05,-0.002721,0.002437,-0.002193,0.05019,0.0003937,-0.025,-0.2084,-0.636,0.6581,0.4906,5.135e-08,0.4316,6.171,-1.416,0.7142
32,L1,1402.0,0.01847,0.000103,-0.02101,0.01429,-0.004747,0.1304,0.0005374,0.0009234,-1.002,0.4358,1.004,0.5949,3.571e-07,0.05615,7.993,-0.1895,0.08278
32,M1,179.1,0.11,0.0005537,-0.1274,-0.1744,0.6403,0.3364,0.0006877,-0.1467,-2.722,5.386,1.638,0.9712,1.568e-06,0.0246,10.7,-0.1039,0.06665
32,L3,1223.0,0.03422,0.0002252,-0.04027,0.06681,-0.1158,0.2028,9.364e-05,-0.2335,-0.6404,0.7393,0.9538,0.3204,1.331e-06,0.04485,7.135,-0.1231,0.07773
32,M3,124.8,0.242,0.0008506,-0.3841,0.4107,-0.4647,0.5397,-0.0006851,-0.7498,-1.676,6.45,1.228,1.073,4.599e-06,0.0243,11.28,-0.1122,0.07239
32,M2,129.3,0.164,0.0005689,-0.2569,0.2769,-0.3342,0.4453,-0.0006071,-0.6169,-1.427,5.535,1.254,1.061,2.123e-06,0.02581,11.47,-0.1246,0.07619
32,L2,1255.0,0.0235,0.0001558,-0.02775,0.04679,-0.08279,0.168,8.344e-05,-0.1937,-0.5307,0.61,0.9537,0.3351,6.456e-07,0.05139,7.141,-0.1944,0.1007
33,K,11830.0,0.002232,4.655e-05,-0.00252,0.002226,-0.001881,0.04845,0.0004003,-0.02417,-0.2006,-0.6264,0.6187,0.5072,4.768e-08,0.4293,6.137,-1.426,0.6821
33,L1,1519.0,0.01701,9.825e-05,-0.01917,0.01284,-0.004186,0.125,0.000531,0.002125,-0.9686,0.3627,0.9954,0.5985,3.284e-07,0.05883,7.927,-0.197,0.08351
33,M5,50.37,0.7465,0.004413,-1.799,5.773,-12.47,0.919,0.001769,-2.432,4.361,-13.64,0.5102,3.737,3.68e-05,0.009363,8.777,-0.04896,0.03468
33,M4,51.17,0.6015,0.003533,-1.445,4.595,-9.857,0.8249,0.001585,-2.18,3.896,-12.17,0.5086,3.718,2.422e-05,0.009456,8.77,-0.05403,0.03499
33,M1,201.9,0.09912,0.0005086,-0.1126,-0.1358,0.3782,0.3186,0.0006844,-0.1266,-2.564,4.244,1.607,0.9289,1.435e-06,0.02657,10.59,-0.1223,0.07197
33,L3,1328.0,0.03146,0.0002081,-0.03684,0.06332,-0.1151,0.1942,9.734e-05,-0.221,-0.6322,0.7001,0.9542,0.3227,1.204e-06,0.0468,7.113,-0.127,0.0762
33,M3,143.6,0.2159,0.0007496,-0.341,0.3304,-0.3683,0.5057,-0.0005517,-0.6615,-1.81,6.289,1.182,1.031,4.361e-06,0.02419,10.87,-0.1095,0.06986
33,M2,148.9,0.1458,0.0005099,-0.2263,0.2113,-0.227,0.4166,-0.0004896,-0.5419,-1.544,5.446,1.206,1.023,2.004e-06,0.02594,11.06,-0.124,0.07451
33,L2,1366.0,0.02155,0.0001444,-0.02528,0.04352,-0.0789,0.1608,8.471e-05,-0.1835,-0.5214,0.5697,0.9528,0.3396,5.834e-07,0.05527,7.119,-0.2107,0.106
34,K,12620.0,0.002085,4.577e-05,-0.002347,0.002132,-0.001988,0.04684,0.0004064,-0.02353,-0.1925,-0.6222,0.5811,0.5304,4.437e-08,0.4567,6.109,-1.516,0.7267
34,L1,1642.0,0.01571,9.39e-05,-0.01755,0.01152,-0.00319,0.1199,0.0005318,0.004369,-0.9429,0.3344,0.9868,0.6019,3.027e-07,0.06121,7.866,-0.2046,0.08296
34,M5,63.82,0.6259,0.003295,-1.434,3.808,-6.64,0.8479,0.001321,-2.21,3.588,-9.605,0.5483,3.349,3.158e-05,0.01022,8.598,-0.04982,0.03659
